Event	ID	Name			Wwise Object Path	Notes
	70763155	Play_organ_release			\Default Work Unit\Play_organ_release	
	603186159	Play_sunbathed_ivy			\Default Work Unit\Play_sunbathed_ivy	
	622392560	Play_moonstone			\Default Work Unit\Play_moonstone	
	987105281	Play_chimera_claw			\Default Work Unit\Play_chimera_claw	
	1149159311	Play_button_click			\Default Work Unit\Play_button_click	
	1256853996	Play_boil			\Default Work Unit\Play_boil	
	1506709500	Play_myrrh			\Default Work Unit\Play_myrrh	
	1545039113	Play_heart_beat			\Default Work Unit\Play_heart_beat	
	1729406560	Play_general_release			\Default Work Unit\SFX\Play_general_release	
	1871809092	Play_fairy_dust			\Default Work Unit\Play_fairy_dust	
	2046168745	Play_spirit_of_the_sages			\Default Work Unit\Play_spirit_of_the_sages	
	2121040196	Play_organ_click			\Default Work Unit\Play_organ_click	
	2345606802	Play_moon_mushroom			\Default Work Unit\Play_moon_mushroom	
	2363214772	Play_amaranth			\Default Work Unit\Play_amaranth	
	2518694598	Play_scroll_magnifying_glass			\Default Work Unit\Play_scroll_magnifying_glass	
	2948119407	Play_deaths_flower			\Default Work Unit\Play_deaths_flower	
	3018165852	Play_general_tap			\Default Work Unit\SFX\Play_general_tap	
	3051426075	Play_tea_bag			\Default Work Unit\Play_tea_bag	
	3350264679	Play_toggle_magnifying_glass			\Default Work Unit\Play_toggle_magnifying_glass	
	3442601710	Play_lung_pump_click			\Default Work Unit\Play_lung_pump_click	
	3519015892	Play_grind			\Default Work Unit\Play_grind	
	3827058668	StartMusic			\Default Work Unit\Music\StartMusic	
	4021863785	Play_button_hover			\Default Work Unit\Play_button_hover	

State Group	ID	Name			Wwise Object Path	Notes
	1176052424	Location			\Default Work Unit\Location	

State	ID	Name	State Group			Notes
	748895195	None	Location			
	1117481573	Journals	Location			
	1438324778	Alchemy	Location			
	3310578182	MiniGame	Location			
	3604647259	MainMenu	Location			

Game Parameter	ID	Name			Wwise Object Path	Notes
	3176837105	IsLevelSelect			\Default Work Unit\IsLevelSelect	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	355571966	SCU_Alchemy_Leaf Crunch_V1_04	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\SCU_Alchemy_Leaf Crunch_V1_04_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Item Click\Alchemy\deaths flower\SCU_Alchemy_Leaf Crunch_V1_04		150660
	357155073	SCU_Alchemy_Leaf Crunch_V1_02	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\SCU_Alchemy_Leaf Crunch_V1_02_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Item Click\Alchemy\amaranth\SCU_Alchemy_Leaf Crunch_V1_02		130328
	375232821	Lung Pump 2	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\Lung Pump 2_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Item Click\lung pump click\lung pump click\Lung Pump 2		54096
	398285550	general tap 3	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\general tap 3_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\general click\general click\general tap\general tap 3		54656
	410393915	SCU_Alchemy_Twig Snap_V1_03	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\SCU_Alchemy_Twig Snap_V1_03_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Item Click\Alchemy\myrrh\SCU_Alchemy_Twig Snap_V1_03		116660
	424702026	SCU_Alchemy_Twig Snap_V1_04	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\SCU_Alchemy_Twig Snap_V1_04_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Item Click\Alchemy\myrrh\SCU_Alchemy_Twig Snap_V1_04		133308
	466926915	general tap 2	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\general tap 2_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\general click\general click\general tap\general tap 2		54656
	521394631	SCU_Alchemy_Mortar-Pestle_V1_03	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\SCU_Alchemy_Mortar-Pestle_V1_03_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Item Click\Alchemy\grind\SCU_Alchemy_Mortar-Pestle_V1_03		221088
	548392929	magnifying glass close	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\magnifying glass close_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Item Click\magnifying glass\toggle magnifying glass\magnifying glass close		24096
	563477342	spirit of the sages	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\spirit of the sages_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Item Click\Alchemy\spirit of the sages		54432
	565461563	general release 2	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\general release 2_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\general click\general click\general release\general release 2		54656
	637481433	scroll magnifying glass	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\magnifying glass scroll_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Item Click\magnifying glass\scroll magnifying glass		24096
	642561708	general release 5	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\general release 5_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\general click\general click\general release\general release 5		18386
	685369083	SCU_Alchemy_Mushroom Boing_V1_01	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\SCU_Alchemy_Mushroom Boing_V1_01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Item Click\Alchemy\moon mushroom\SCU_Alchemy_Mushroom Boing_V1_01		221344
	685882836	SCU_Alchemy_Twig Snap_V1_01	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\SCU_Alchemy_Twig Snap_V1_01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Item Click\Alchemy\myrrh\SCU_Alchemy_Twig Snap_V1_01		170496
	690543678	tea bag	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\SCU_Alchemy_Tea Bag Crunch_V1_01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Item Click\Alchemy\tea bag		221088
	778838935	general release 1	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\general release 1_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\general click\general click\general release\general release 1		39336
	789493984	SCU_Alchemy_Mushroom Boing_V1_02	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\SCU_Alchemy_Mushroom Boing_V1_02_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Item Click\Alchemy\moon mushroom\SCU_Alchemy_Mushroom Boing_V1_02		221344
	789975050	button hover	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\button hover_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\UI Mixer\button hover		25224
	798683606	sunbathed ivy	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\SCU_Alchemy_Leaf Rustle_V1_01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Item Click\Alchemy\sunbathed ivy		194528
	812728678	organ click	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\Organ click_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Item Click\organ click\organ click		264096
	899336273	SCU_Alchemy_Claw Scratch_V1_02	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\SCU_Alchemy_Claw Scratch_V1_02_99953D33.wem		\Actor-Mixer Hierarchy\Default Work Unit\Item Click\Alchemy\chimera claw\SCU_Alchemy_Claw Scratch_V1_02		96416
	908203315	alchemy_full_6_8_L61	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\alchemy_full_6_8_L61_BAB373F7.wem		\Interactive Music Hierarchy\Default Work Unit\Location Switch\Alchemy Playlist\alchemy_full_6_8_L61\alchemy_full_6_8_L61		19202208
	909599830	moonstone	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\moonstone_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Item Click\Alchemy\moonstone		64696
	953035095	SCU_Alchemy_Mortar-Pestle_V1_01	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\SCU_Alchemy_Mortar-Pestle_V1_01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Item Click\Alchemy\grind\SCU_Alchemy_Mortar-Pestle_V1_01		134304
	953043515	SCU_Alchemy_Cauldron_V1_01	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\SCU_Alchemy_Cauldron_V1_01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Item Click\Alchemy\boil\SCU_Alchemy_Cauldron_V1_01		562960
	983809582	SCU_Alchemy_Leaf Crunch_V1_01	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\SCU_Alchemy_Leaf Crunch_V1_01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Item Click\Alchemy\amaranth\SCU_Alchemy_Leaf Crunch_V1_01		138660
	991843750	heart beat	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\heart beat_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Item Click\heart beat		108264
	995581028	general tap 1	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\general tap 1_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\general click\general click\general tap\general tap 1		54656
	1032125191	button click	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\button click_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\UI Mixer\button click		96096
	1054815522	SCU_Alchemy_Leaf Crunch_V1_03	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\SCU_Alchemy_Leaf Crunch_V1_03_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Item Click\Alchemy\deaths flower\SCU_Alchemy_Leaf Crunch_V1_03		150660
	1055397902	fairy dust	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\fairy dust_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Item Click\Alchemy\fairy dust		178916

Streamed Audio	ID	Name	Audio source file	Generated audio file	Wwise Object Path	Notes
	338466883	Legato	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\title_legato_full_3_4_L51_FBC78EF0.wem	338466883.wem	\Interactive Music Hierarchy\Default Work Unit\Location Switch\Main Menu Playlist\Main Menu Segment\Legato	
	513198213	Pizz	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\title_pizz_3_4_L51_FBC78EF0.wem	513198213.wem	\Interactive Music Hierarchy\Default Work Unit\Location Switch\Main Menu Playlist\Main Menu Segment\Pizz	
	753671719	Legato	Y:\Int Working Media Drive\mishMASH Studios\Shadow Corruption Unit\Alchemy Jam Repository\Jam\Jam_WwiseProject\.cache\Windows\SFX\title_legato_piano_3_4_L51_FBC78EF0.wem	753671719.wem	\Interactive Music Hierarchy\Default Work Unit\Location Switch\Main Menu Playlist\Main Menu Segment\Legato	

